R1/R2
Excited states (eigenvectors of M)

========================================
STATE 1  E = -1.860537937921
========================================
Excitations | Coefficients
5^, 14^, 2	| 0.27855624510342714
5^, 16^, 2	| 2.4716704116042996e-14
7^, 14^, 2	| -1.9977455230596615e-14
7^, 16^, 2	| 0.4274363000007928
5^, 17^, 3	| 1.0271504565600356e-15
4^, 25^, 3	| -1.722796799352164e-14
4^, 27^, 3	| 0.3065960752885641
6^, 25^, 3	| -0.30657651204622327
6^, 27^, 3	| -2.0765685375659545e-14

========================================
STATE 25  E = -0.334273324715
========================================
Excitations | Coefficients
4^, 0	| 0.05874534379710657
6^, 0	| 1.8455039584988432e-15
5^, 1	| -0.05715904344636705
7^, 1	| -4.691655860468855e-15
4^, 2	| 1.7171196971288151e-15
6^, 2	| -0.06202427796527925
5^, 3	| 7.553237596039436e-15
7^, 3	| 0.060751173801031726
4^, 05^, 1	| 0.31206424371891767
4^, 07^, 1	| 1.2052968907861209e-14
6^, 05^, 1	| -2.9527590819051735e-14
6^, 07^, 1	| 0.44034106487949787
4^, 06^, 2	| -0.04070666193550113
4^, 05^, 3	| -2.11503230797624e-14
4^, 07^, 3	| -0.3272408603805292
6^, 05^, 3	| 0.36793791413024907
6^, 07^, 3	| -2.4613677803933402e-14
5^, 14^, 2	| 4.273111734088919e-15
5^, 16^, 2	| -0.3272279429914636
7^, 14^, 2	| 0.3679290851432012
7^, 16^, 2	| 1.1407877822277344e-14
5^, 17^, 3	| -0.04069163766178148
4^, 25^, 3	| 0.235958938458042
4^, 27^, 3	| 6.7377797983119864e-15
6^, 25^, 3	| -1.2022516726858008e-14
6^, 27^, 3	| 0.38801478897903924
